OBJECTID,SchoolCode,OrganizationId,High School,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
7292,1707,102661,Lincoln Hill High School,,29801,189,Northwest Educational Service District 189,31401,Stanwood-Camano School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"7400 272ND ST NW, STANWOOD, Washington, 98292-0000","7400 272ND ST NW, STANWOOD, Washington, 98292-0000",RYAN  PIKE,rpike@stanwood.wednet.edu,360.629.1340,48.242568351,-122.33685495,Snohomish,2,10
7293,1889,100779,Connell Preschool,,11801,123,Educational Service District 123,11051,North Franklin School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"1100 W. Clark St., Connell, Washington, 99326-0829","PO Box 829, Connell, Washington, 99326-0829",Carrie  Hatch,chatch@nfsd.org,509.234.9218,46.6643228400001,-118.87012891,Franklin,4,9
7294,2041,102215,Firwood,,17801,121,Puget Sound Educational Service District 121,27400,Clover Park School District,4,12,4,12, Institution,I,Institution,Other,"8805 Steilacoom Blvd SW, Steilacoom, Washington, 98498-4771","8805 Steilacoom Blvd SW, Steilacoom, Washington, 98498-4771",Carolyn  Watkins,cwatkins@cloverpark.k12.wa.us,253.756.2522,47.181730966,-122.560493171,Pierce,10,28
7295,2270,101255,Puget Sound Skills Center,,17801,121,Puget Sound Educational Service District 121,17401,Highline School District,10,12,10,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"18010 8th Ave S, Seattle, Washington, 98148-1908","18010 8th Ave S, Seattle, Washington, 98148-1908",Reba  Gilman,reba.gilman@highlineschools.org,206.631.7300,47.441227,-122.323075,King,7,33
7296,4019,102494,Sno-Isle Skills Center,,29801,189,Northwest Educational Service District 189,31006,Mukilteo School District,11,12,11,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"9001 Airport Road, Everett, Washington, 98204","9001 Airport Road, Everett, Washington, 98204",Wes  Allen,AllenWR@Mukilteo.wednet.edu,425.348.2220,47.9171650000001,-122.269622001,Snohomish,2,38
7297,4118,100377,Tri-Tech Skills Center,,11801,123,Educational Service District 123,3017,Kennewick School District,9,12,9,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"5929 WEST METALINE AVENUE, KENNEWICK, Washington, 99336-1494","5929 WEST METALINE AVENUE, KENNEWICK, Washington, 99336-1494",Paul  Randall,paul.randall@ksd.org,509.222.7300,46.2184750000001,-119.200835999,Benton,4,8
7298,4191,102743,Spokane Area Professional-Technical Skills Center,,32801,101,Educational Service District 101,32081,Spokane School District,9,12,9,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"N 4141 Regal Street, Spokane, Washington, 99207-5828","N 4141 Regal Street, Spokane, Washington, 99207-5828",Karene  Duffy,KareneD@SpokaneSchools.org,509.354.7420,47.6960580000001,-117.368696,Spokane,5,3
7299,4246,100554,Washington State School for the Deaf,,OSPI,,Office of Superintendent of Public Instruction,34975,Washington Center for Deaf and Hard of Hearing Youth,PK,12,-1,12," Institution, Public School",I,Institution,PK-12,"611 Grand Blvd, Vancouver, Washington, 98661-4918","611 Grand Blvd, Vancouver, Washington, 98661-4918",April  McArthur,april.mcarthur@cdhy.wa.gov,360.553.4612,45.6253290000001,-122.640027,Clark,3,49
7300,5218,105228,Federal Way Public School ECEAP,,17801,121,Puget Sound Educational Service District 121,17210,Federal Way School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"33330 8th Ave S, Federal Way, Washington, 98003","33330 8th Ave S, Federal Way, Washington, 98003",Martin  Boonstra,mboonstr@fwps.org,253.945.2000,47.3044369930001,-122.325627572,King,9,30
7301,5960,104894,Northwest Career & Technical Academy,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,9,12,9,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"2205 W Campus Pl, Mount Vernon, Washington, 98273","2205 W Campus Pl, Mount Vernon, Washington, 98273",Lynette  Brower,lbrower@mvsd320.org,360.848.0706,48.4381453990001,-122.312679869,Skagit,1,40
7302,4038,101680,West Sound Technical Skills Center,,18801,114,Olympic Educational Service District 114,18100,Bremerton School District,11,12,11,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"101 National Avenue, Bremerton, Washington, 98312-3597","101 National Avenue, Bremerton, Washington, 98312-3597",Shani  Watkins,Shani.Watkins@bremertonschools.org,360.473.0902,47.5649657980001,-122.669407246,Kitsap,6,26
7303,2027,101855,Green Hill Academic School,,34801,113,Capital Region ESD 113,21302,Chehalis School District,9,12,9,12, Institution,I,Institution,High School,"375 SW 11th Street, Chehalis, Washington, 98532-0000","375 SW 11th Street, Chehalis, Washington, 98532-0000",Tim  Touhey,ttouhey@chehalisschools.org,360.740.3520,46.649904,-122.962366999,Lewis,3,20
7304,5392,105898,Captain Gray STEM Elementary,,11801,123,Educational Service District 123,11001,Pasco School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1102 N 10th Ave, Pasco, Washington, 99301","1102 N 10th Ave, Pasco, Washington, 99301",Armando  Castrellon,acastrellon@psd1.org,509.547.2474,46.240149,-119.103663,Franklin,4,16
7305,4225,102954,New Market Skills Center,,34801,113,Capital Region ESD 113,34033,Tumwater School District,11,12,11,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"7299 New Market Street SW, Tumwater, Washington, 98501-0000","7299 New Market Street, Tumwater, Washington, 98501-0000",Matt  Ishler,matt.ishler@tumwater.k12.wa.us,360.570.4500,46.982464,-122.913927,Thurston,10,22
7306,5961,104916,Pierce County Skills Center,,17801,121,Puget Sound Educational Service District 121,27403,Bethel School District,8,12,8,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"16117 Canyon Rd E, Puyallup, Washington, 98375","16117 Canyon Rd E, Puyallup, Washington, 98375",Michelle  Ledbetter,mledbetter@bethelsd.org,253.800.5977,47.109075788,-122.356020163,Pierce,10,2
7307,4203,100611,Cascadia Technical Academy Skills Center,,6801,112,Educational Service District 112,6114,Evergreen School District (Clark),9,12,9,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"12200 NE 28th Street, Vancouver, Washington, 98682-7858","12200 NE 28th Street, Vancouver, Washington, 98682-7858",Joan  Huston,Joan.Huston@evergreenps.org,360.604.1050,45.6449709390001,-122.548584247,Clark,3,17
7308,4105,100735,Wenatchee Valley Technical Skills Center,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,9,12,9,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"327 E PENNY ROAD STE D, WENATCHEE, Washington, 98801-8106","327 E PENNY ROAD STE D, WENATCHEE, Washington, 98801-8106",Peter E Jelsing,jelsing.p@wenatcheeschools.org,509.662.8827,47.4655695370001,-120.329248917,Chelan,8,12
7309,4020,103945,Yakima Valley Technical Skills Center,,39801,105,Educational Service District 105,39007,Yakima School District,9,12,9,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"1120 S 18th St., Yakima, Washington, 98901","1120 S 18th St, Yakima, Washington, 98901",Dennis  Matson,matson.dennis@ysd7.org,509.573.5501,46.589527746,-120.478477295,Yakima,4,15
7310,5232,105293,Robert Lince Early Learning Center,,39801,105,Educational Service District 105,39119,Selah School District,PK,K,-1,0," Public School, Regular School",P,Public School,Elementary School,"208 s 3rd st, Selah, Washington, 98942","208 s 3rd st, Selah, Washington, 98942",Stephanie  Andler,stephanieandler@selahschools.org,509.698.8023,46.65146086,-120.53336394,Yakima,4,15
7311,5337,105667,SE AREA TECHNICAL SKILLS CENTER,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,11,12,11,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"525 CAMPUS LOOP DR, WALLA WALLA, Washington, 99362","525 CAMPUS LOOP DR, WALLA WALLA, Washington, 99362",Jerry Thomas Maher,jmaher@wwps.org,509.526.2001,46.078515242,-118.276464277,Walla Walla,5,16
7312,1986,103974,Muckleshoot Tribal School,,OSPI,,Office of Superintendent of Public Instruction,17903,Muckleshoot Indian Tribe,K,12,0,12," Not Affiliated With District, Tribal School",Q,Tribal Compact,K-12,"15209 SE 376TH ST, Auburn, Washington, 98092","39015 172nd Avenue Southeast, Auburn, Washington, 98092",  ,,,47.263964032,-122.136647625,King,8,31
7313,5319,105634,Chief Kitsap Academy,,OSPI,,Office of Superintendent of Public Instruction,18902,Suquamish Tribal Education Department,K,12,0,12," Public School, Regular School",Q,Tribal Compact,K-12,"15838 Sandy Hook Rd, Poulsbo, Washington, 98370","15838 Sandy Hook Rd, Poulsbo, Washington, 98370",Fabian  Castilleja,fcastilleja@Suquamish.nsn.us,360-394-8597,47.7059027650001,-122.582311162,Kitsap,6,23
7314,5380,105880,Rainier Prep,,34950,,Washington State Charter School Commission,17908,Rainier Prep Charter School District,5,8,5,8,"Charter,  Public School, Regular School",P,Public School,Middle School,"10211 12th Ave S, Seattle, Washington, 98168","10211 12th Ave S, Seattle, Washington, 98168",Morgan  Fernandez,mfernandez@rainierprep.org,206.494.5979,47.511574609,-122.318365023,King,9,33
7315,5376,105876,Summit Public School: Olympus,,34950,,Washington State Charter School Commission,27905,Summit Public School: Olympus,9,12,9,12,"Charter,  Public School, Regular School",P,Public School,High School,"409 Puyallup Ave, Tacoma, Washington, 98421","210 S. Hudson St, Seattle, Washington, 98134",Greg  Ponikvar,gponikvar@summitps.org,253.271.9146,47.2409617110001,-122.429140105,Pierce,9,27
7316,5375,105875,Summit Public School: Sierra,,34950,,Washington State Charter School Commission,17902,Summit Public School: Sierra,9,12,9,12,"Charter,  Public School, Regular School",P,Public School,High School,"1025 S King St, Seattle, Washington, 98104","210 S Hudson St, Seattle, Washington, 98134",Malia  Burns,mburns@summitps.org,206.999.9196,47.597862154,-122.318316792,King,9,37
7317,5339,105677,PRIDE Prep School,,32911,,Spokane Public Schools Charter Authorizer,32907,PRIDE Prep Charter School District,6,12,6,12,"Charter,  Public School, Regular School",P,Public School,Other,"811 E. Sprague  Suite A, Spokane, Washington, 99202","811 E. Sprague Suite A, Spokane, Washington, 99202",Brenda R McDonald,bmcdonald@prideprepschool.org,509.994.6234,47.6576810980001,-117.39842171,Spokane,5,3
7318,5381,105881,Spokane International Academy,,34950,,Washington State Charter School Commission,32901,Spokane International Academy,K,9,0,9,"Charter,  Public School, Regular School",P,Public School,Other,"777 E Magnesium Rd, Spokane, Washington, 99208","777 E Magnesium Rd, Spokane, Washington, 99208",Morgen  Flowers-Washington,mainoffice@spokaneintlacademy.org,509.209.8730,47.7039566170001,-117.370498271,Spokane,5,3
7319,3799,100548,Washington State School for the Blind,,OSPI,,Office of Superintendent of Public Instruction,34974,Office of the Governor (Sch for Blind),6,13,6,13," Institution, Public School",I,Institution,Other,"2214 E. 13th St., Vancouver, Washington, 98661-4120","2214 E. 13th St., Vancouver, Washington, 98661-4120",Sean J McCormick,sean.mccormick@wssb.wa.gov,360.947.3308,45.6307129620001,-122.647539221,Clark,3,49
7320,5357,105783,Valley Early Learning Center,,32801,101,Educational Service District 101,33070,Valley School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"3030 Huffman Road, Valley, Washington, 99181","3030 Huffman Road, Valley, Washington, 99181",Candace  Harris,candace.harris@valleysd.org,509-937-2638,48.1705003050001,-117.721133811,Stevens,5,7
7321,5312,105627,Discovery High School,,6801,112,Educational Service District 112,8122,Longview School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"2742 Harding Blvd, Longview, Washington, 98632","2742 Harding Blvd, Longview, Washington, 98632",Michael  Kleiner,mkleiner@longview.k12.wa.us,360.414.2926,46.139313386,-122.957156151,Cowlitz,3,19
7322,5520,106151,Amon Creek Elementary,,11801,123,Educational Service District 123,3017,Kennewick School District,PK,5,-1,5," Affiliated With District, Public School",P,Public School,Elementary School,"18 Center Parkway, Richland, Washington, 99352","18 Center Parkway, Richland, Washington, 99352",Chad  Foltz,chad.foltz@ksd.org,509-222-5304,46.210132038,-119.253467799,Benton,4,8
7323,5521,106152,Fuerza Elementary,,11801,123,Educational Service District 123,3017,Kennewick School District,PK,5,-1,5," Affiliated With District, Public School",P,Public School,Elementary School,"6011 W 10th Pl, Kennewick, Washington, 99338","6011 W 10th Pl, Kennewick, Washington, 99338",Jaime  Silva,jaime.silva@ksd.org,509-222-7704,46.1976263500001,-119.204592101,Benton,4,8
7324,5508,106139,Wilburton Elementary School,,17801,121,Puget Sound Educational Service District 121,17405,Bellevue School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"12300 Main Street, Bellevue, Washington, 98005","12300 Main Street, Bellevue, Washington, 98005",Chhoun  Mey,meyc@bsd405.org,425.456.4300,47.610219661,-122.176763365,King,9,41
7325,5511,106142,Clara Barton Elementary School,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"12011 172nd Ave NE, Redmond, Washington, 98052","12011 172nd Ave NE, Redmond, Washington, 98052",Karen  Barker,kabarker@lwsd.org,425.936.1200,47.7086809290001,-122.112208816,King,1,45
7326,5541,106172,Riverbend Elementary School,,32801,101,Educational Service District 101,32356,Central Valley School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"17720 E Mission Avenue, Spokane Valley, Washington, 99016","17720 E Mission Avenue, Spokane Valley, Washington, 99016",Jeff  Dufresne,jdufresne@cvsd.org,509.558-3402,47.671407,-117.166424,Spokane,5,4
7327,5510,106141,Orin C Smith Elementary School,,34801,113,Capital Region ESD 113,21302,Chehalis School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"1240 Bishop Rd, Chehalis, Washington, 98532","1240 Bishop Rd, Chehalis, Washington, 98532",Rachel  Dorsey,rdorsey@chehalisschools.org,360.807.7225,46.6406387170001,-122.941962336,Lewis,3,20
7328,5509,106140,James W Lintott Elementary School,,34801,113,Capital Region ESD 113,21302,Chehalis School District,PK,2,-1,2," Public School, Regular School",P,Public School,Elementary School,"1220 Bishop Rd, Chehalis, Washington, 98532","1220 Bishop Rd, Chehalis, Washington, 98532",Robert  Hunt,rhunt@chehalisschools.org,360.807.7200,46.641038725,-122.941952335,Lewis,3,20
7329,5477,106060,Stevens Creek Elementary,,29801,189,Northwest Educational Service District 189,31004,Lake Stevens School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"9317 29th St NE, Lake Stevens, Washington, 98258","9317 29th St NE, Lake Stevens, Washington, 98258",Matt  Pewitt,matt_pewitt@lkstevens.wednet.edu,425-335-1500,48.0250009000001,-122.1069157,Snohomish,1,44
7330,5545,106176,Kalama High School,,6801,112,Educational Service District 112,8402,Kalama School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"548 China Garden Road, Kalama, Washington, 98625","548 China Garden Road, Kalama, Washington, 98625",Guy  Strot,guy.strot@kalama.k12.wa.us,360.673.5212,46.0086326810001,-122.838153073,Cowlitz,3,20
7331,5518,106149,Sunset Ridge Intermediate School,,6801,112,Educational Service District 112,6122,Ridgefield School District,5,6,5,6," Public School, Regular School",P,Public School,Elementary School,"3215 South Hillhurst Road, Ridgefield, Washington, 98642","3215 South Hillhurst Road, Ridgefield, Washington, 98642",Todd  Graves,todd.graves@ridgefieldsd.org,360.619.1501,45.791291846,-122.710233318,Clark,3,18
7332,5524,106155,Tehaleh Heights Elementary,,17801,121,Puget Sound Educational Service District 121,27320,Sumner School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"17520 Berkeley Parkway East, Bonney Lake, Washington, 98391","17520 Berkeley Parkway East, Bonney Lake, Washington, 98391",Sandy  Miller,sandy_miller@sumnersd.org,253.891.6544,47.1284744160001,-122.197780797,Pierce,8,31
7333,5526,106157,Richland School District Early Learning Center,,11801,123,Educational Service District 123,3400,Richland School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"1525 Hunt, Richland, Washington, 99352","1525 Hunt, Richland, Washington, 99352",Katey  Bryan,Katey.Bryan@rsd.edu,509-967-6082,46.2925368100001,-119.2728317,Benton,4,8
7334,5512,106143,Ella Baker Elementary School,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"9595 Eastridge Drive NE, Redmond, Washington, 98053","9595 Eastridge Drive NE, Redmond, Washington, 98053",Kim  Bilanko,kbilanko@lwsd.org,425.936.2790,47.6846329200001,-122.0121458,King,1,45
7335,5533,106164,Discovery High School,,6801,112,Educational Service District 112,6117,Camas School District,9,12,9,12," Affiliated With District, Public School",P,Public School,High School,"5125 NW Nan Henriksen Way, Camas, Washington, 98607","5125 NW Nan Henriksen Way, Camas, Washington, 98607",Aaron J Smith,aaronj.smith@camas.wednet.edu,360-833-5780,45.593921827,-122.461791338,Clark,3,18
7336,5343,105730,iGrad Academy,,29801,189,Northwest Educational Service District 189,15201,Oak Harbor School District,9,12,9,12," Public School, Re-Engagement School",R,Reengagement School,High School,"#1 Wildcat Way, Oak Harbor, Washington, 98277","#1 Wildcat Way, Oak Harbor, Washington, 98277",Ray  Cone,rcone@ohsd.net,360.279.5801,48.3008723990001,-122.66931439,Island,2,10
7337,5544,106175,Camas Elementary,,39801,105,Educational Service District 105,39207,Wapato School District,PK,2,-1,2," Public School, Regular School",P,Public School,Elementary School,"1010 South Camas Ave, Wapato, Washington, 98951","1010 South Camas Ave, Wapato, Washington, 98951",Irina  Patan,Irinap@wapatosd.org,509.877.3134,46.43857927,-120.418269174,Yakima,4,15
7338,4267,100871,Grays Harbor Juvenile Detention,,34801,113,Capital Region ESD 113,14005,Aberdeen School District,6,12,6,12, Detention Center,J,Juvenile Detention Center,Other,"103 Junction City Rd., Aberdeen, Washington, 98520-5622","103 Junction City Rd., Aberdeen, Washington, 98520-5622",Lisa  Griebel,lgriebel@asd5.org,360.538.2180,46.977910111,-123.779634518,Grays Harbor,6,19
7339,5224,105268,Yakima Satellite Alternative Programs,,39801,105,Educational Service District 105,39007,Yakima School District,6,12,6,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"1120 S. 18th St., Yakima, Washington, 98901","Yakima School District 104 N 4th Ave, Yakima, Washington, 98902",Lois  Menard,menard.lois@ysd7.org,509.573.5581,46.60209,-120.51537,Yakima,4,14
7340,5263,105466,Yakima Adult Jail,,39801,105,Educational Service District 105,39007,Yakima School District,7,12,7,12, Adult Jail,J,Juvenile Detention Center,Other,"111 North Front Street, Yakima, Washington, 98901","104 North 4th Avenue Lois Menard, Yakima, Washington, 98902",Lois  Menard,,509.573.5581,46.60209,-120.51537,Yakima,4,14
7341,5264,105467,Ridgeview Group Home,,39801,105,Educational Service District 105,39007,Yakima School District,7,12,7,12, Institution,I,Institution,Other,"1726 Jerome Avenue, Yakima, Washington, 98902","104 North 4th Avenue, Yakima, Washington, 98902",Lois  Menard,,509.573.5581,46.60209,-120.51537,Yakima,4,14
7342,5280,105514,Dynamic Family Services,,17801,121,Puget Sound Educational Service District 121,17210,Federal Way School District,PK,12,-1,12," Public School, Special Education School",S,Special Education School,PK-12,"10811 SE Kent Kanlgey Rd, Kent, Washington, 98030","10811 SE Kent Kanlgey Rd, Kent, Washington, 98030",Jennifer  Westover,jwestove@fwps.org,253.945.2000,47.3696400000001,-122.19571,King,8,47
7343,5249,105417,Spokane County Jail,,32801,101,Educational Service District 101,32081,Spokane School District,9,12,9,12, Institution,I,Institution,High School,"Public Safety Building 1100 West Mallon, Spokane, Washington, 99260-0320","Public Safety Building 1100 West Mallon, Spokane, Washington, 99260-0320",Larry Robert Gardner,lgardner@esd101.net,509-477-2451,47.66542,-117.428190001,Spokane,5,3
7344,5431,105981,Bates Technical College - Open Doors,,OSPI,,Office of Superintendent of Public Instruction,27931,Bates Technical College,9,12,9,12," Public School, Re-Engagement School",R,Reengagement School,High School,"1101 South Yakima Ave., Tacoma, Washington, 98405","1101 South Yakima Ave., Tacoma, Washington, 98405",Yifan  Sun,ysun@batestech.edu,253.680.7184,47.2519600000001,-122.446490001,Pierce,6,27
7345,5950,104221,Bates Technical High School,,OSPI,,Office of Superintendent of Public Instruction,27931,Bates Technical College,9,12,9,12," College/University, Public School, Regular School",P,Public School,High School,"1101 South Yakima Avenue, Tacoma, Washington, 98405-4895","1101 South Yakima Avenue, Tacoma, Washington, 98405-4895",Peter  Hauschka,phauschka@bates.ctc.edu,253.680.7261,47.2519600000001,-122.446490001,Pierce,6,27
7346,3213,101781,Parke Creek Treatment Ctr,,39801,105,Educational Service District 105,19403,Kittitas School District,8,12,8,12, Institution,I,Institution,High School,"11042 Parke Creek Road, Ellensburg, Washington, 98926-0000","11042 Parke Creek Road, Ellensburg, Washington, 98926-0000",Steve  Cordero,,(509) 968-3924,47.0152975060001,-120.32108956,Kittitas,8,13
7347,5496,106079,Wa He Lut Indian School,,OSPI,,Office of Superintendent of Public Instruction,34901,WA HE LUT Indian School Agency,K,8,0,8," Not Affiliated With District, Tribal School",Q,Tribal Compact,Other,"11110 Conine Ave SE, Olympia, Washington, 98513","11110 Conine Ave SE, Olympia, Washington, 98513",Harvey Leslie Whitford,kirsten.owens@bie.edu,360.456.1311,47.06766,-122.703050001,Thurston,10,2
7348,5278,105510,Spokane Valley Tech,,32801,101,Educational Service District 101,32356,Central Valley School District,9,12,9,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"115 S University Rd, Spokane Valley, Washington, 99206-6067","115 S University Rd, Spokane Valley, Washington, 99206-6067",Scott  Oakshott,soakshott@cvsd.org,509.228.5601,47.6559360000001,-117.260469,Spokane,5,4
7349,5542,106173,Stem Academy at SVT,,32801,101,Educational Service District 101,32356,Central Valley School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"115 S. University Road, Spokane Valley, Washington, 99206","115 S. University Road, Spokane Valley, Washington, 99206",Camille  Nielsen,canielsen@cvsd.org,509.558.6507,47.65567,-117.26005,Spokane,5,4
7350,5306,105571,Open Doors at LWIT,,OSPI,,Office of Superintendent of Public Instruction,17937,Lake Washington Institute of Technology,11,12,11,12," Public School, Re-Engagement School",R,Reengagement School,High School,"11605 132nd Ave NE, Kirkland, Washington, 98034","11605 132nd Ave NE, Kirkland, Washington, 98034",Tuan  Dang,Tuan.Dang@lwtech.edu,425.739.8274,47.7046100000001,-122.166879999,King,1,45
7351,5953,104473,Lake Washington Technical Academy,,OSPI,,Office of Superintendent of Public Instruction,17937,Lake Washington Institute of Technology,11,12,11,12, Public School,P,Public School,High School,"11605 132nd Ave NE, Kirkland, Washington, 98034-8506","11605 132nd Ave NE, Kirkland, Washington, 98034-8506",Tuan  Dang,tuan.dang@lwtech.edu,425.739.8274,47.7046100000001,-122.166879999,King,1,45
7352,3599,102000,Naselle Youth Camp School,,6801,112,Educational Service District 112,25155,Naselle-Grays River Valley School District,7,12,7,12, Institution,I,Institution,Other,"11-S YOUTH CAMP LANE, NASELLE, Washington, 98638-8600","11-S YOUTH CAMP LANE, NASELLE, Washington, 98638-8600",Gary  Flood,gflood@naselleschools.org,360.484.3269 ext. 249,46.3926700000001,-123.82442,Pacific,3,19
7353,5466,106020,IMPACT Reengagement Program,,29801,189,Northwest Educational Service District 189,37504,Lynden School District,9,12,9,12," Public School, Re-Engagement School",R,Reengagement School,High School,"1201 Bradley Rd, Lynden, Washington, 98264","1201 Bradley Rd, Lynden, Washington, 98264",Ian  Freeman,olsonki@lynden.wednet.edu,360.354.4443,48.9514,-122.4271,Whatcom,1,42
7354,5537,106168,Prosser Opportunity Academy,,11801,123,Educational Service District 123,3116,Prosser School District,9,12,9,12," Public School, Re-Engagement School",R,Reengagement School,High School,"1203 PROSSER AVE., PROSSER, Washington, 99350","1203 PROSSER AVE., PROSSER, Washington, 99350",Kevin  D Lusk,kevin.lusk@prosserschools.org,509-786-1224,46.2038200000001,-119.766100001,Benton,4,16
7355,5302,105555,Washington Youth Academy,,OSPI,,Office of Superintendent of Public Instruction,34979,Washington Military Department,9,12,9,12, Institution,I,Institution,High School,"1207 Carver St, Bremerton, Washington, 98312","1207 Carver St, Bremerton, Washington, 98312",  ,,,47.553470695,-122.681406951,Kitsap,6,35
7356,3526,103842,Spokane Juvenile Detention School,,OSPI,,Office of Superintendent of Public Instruction,32801,Educational Service District 101,6,12,6,12, Detention Center,J,Juvenile Detention Center,Other,"1208 Mallen St., Spokane, Washington, 99205-0128","1208 Mallen St., Spokane, Washington, 99205-0128",Larry  Gardner,,(509) 447-2451,47.665330339,-117.430388327,Spokane,5,3
7357,3507,103843,Structural Alt Confinement School,,OSPI,,Office of Superintendent of Public Instruction,32801,Educational Service District 101,8,12,8,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"1208 W. Mallen St., Spokane, Washington, 99205-0320","1208 W. Mallen St., Spokane, Washington, 99205-0320",Larry  Gardner,,(509) 447-2451,47.665330339,-117.430388327,Spokane,5,3
7358,5436,105987,Early Learning Center,,17801,121,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"12223 S A Street, Tacoma, Washington, 98444","12223 S A Street, Tacoma, Washington, 98444",Carol  Miller,camiller@fpschools.org,253.298.4675,47.1455470880001,-122.431249673,Pierce,10,25
7359,1617,100344,Educational Opportunity Center,,11801,123,Educational Service District 123,2250,Clarkston School District,7,12,7,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"1284 Chestnut St, Clarkston, Washington, 99403-2557","1284 Chestnut St, Clarkston, Washington, 99403-2557",Elece A. Lockridge,LockridgeE@csdk12.org,509.758.4508,46.41111334,-117.057528984,Asotin,5,9
7360,5361,105788,Spokane Public Montessori,,32801,101,Educational Service District 101,32081,Spokane School District,PK,8,-1,8," Public School, Regular School",P,Public School,Other,"1300 West Knox Ave., Spokane, Washington, 99205","1300 West Knox Ave., Spokane, Washington, 99205",Shannon  Lawson,ShannonLa@SpokaneSchools.org,509-354-6409,47.676614,-117.431725,Spokane,5,3
7361,5543,106174,Simcoe Elementary School,,39801,105,Educational Service District 105,39207,Wapato School District,K,2,0,2," Public School, Regular School",P,Public School,Elementary School,"1307 S CAMAS AVENUE, Wapato, Washington, 98951","1307 S CAMAS AVENUE, Wapato, Washington, 98951",Maria  Batarao,mariab@wapatosd.org,509.877.4181,46.4362016960001,-120.414248382,Yakima,4,15
7362,5548,106179,Shelton Open Doors,,34801,113,Capital Region ESD 113,23309,Shelton School District,9,12,9,12," Public School, Re-Engagement School",R,Reengagement School,High School,"SOUND LEARNING 133 W RAILROAD AVE, SHELTON, Washington, 98584","SOUND LEARNING 133 W RAILROAD AVE, SHELTON, Washington, 98584",STACEY  ANDERSON,SIckes@Soundlearning.co,360-426-7664,47.2127100000001,-123.101139999,Mason,10,35
7363,5528,106159,Early Childhood Center,,11801,123,Educational Service District 123,1147,Othello School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"1335 S. Ash St., Othello, Washington, 99344","1335 S. Ash St., Othello, Washington, 99344",Jennifer  Garza,jennifergarza@othelloschools.org,509.488.4544,46.8193031820001,-119.155561304,Adams,4,9
7364,3481,101750,Kitsap Co Detention Ctr,,OSPI,,Office of Superintendent of Public Instruction,18801,Olympic Educational Service District 114,8,12,8,12, Detention Center,J,Juvenile Detention Center,High School,"1338 SW OLD CLIFTON RD, PORT ORCHARD, Washington, 98366-9113","1338 SW OLD CLIFTON RD, PORT ORCHARD, Washington, 98366-9113",Awilda  Jesionowski,awilda.jesionowski@esd112.org,360.417.2282,47.52065,-122.66561,Kitsap,6,26
