Org Name,School Code,Org Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade
Springfield: Alfred G. Zanetti Montessori Magnet School,2810095,Public School,Principal,Tara Clark,474 Armory St,,Springfield,MA,1104,413-787-7400,413-787-7701,"PK,K,01,02,03,04,05,06,07,08"
Springfield: Alice B Beal Elementary,2810175,Public School,Principal,Kate Fancy,285 Tiffany Street,,Springfield,MA,1108,413-787-7544,413-787-7363,"K,01,02,03,04,05"
Springfield: Arthur T Talmadge,2810165,Public School,Principal,Shalimar Colon,1395 Allen Street,,Springfield,MA,1118,413-787-7249,413-750-2743,"K,01,02,03,04,05"
Springfield: Brightwood,2810025,Public School,Principal,Jose Escribano,255 Plainfield Street,,Springfield,MA,1107,413-787-7238,413-787-7477,"PK,K,01,02,03,04,05"
Springfield: Chestnut Accelerated Middle School (Talented and Gifted),2810367,Public School,Principal,Declan O'Connor,355 Plainfield Street,,Springfield,MA,1107,413-750-2333,413-750-2351,"06,07,08"
Springfield: Conservatory of the Arts,2810475,Public School,Principal,Ryan Kelly,339 State St,,Springfield,MA,1105,413-787-6914,413-732-1246,"06,07,08,09,10,11,12"
Springfield: Daniel B Brunton,2810035,Public School,Principal,Deanna Suomala,1801 Parker Street,,Springfield,MA,1128,413-787-7444,413-787-7205,"PK,K,01,02,03,04,05"
Springfield: Early Childhood Education Center,2810001,Public School,Principal,Keisa Williams,15 Catherine Street,,Springfield,MA,1109,413-787-7100,413-787-7171,"PK,K"
Springfield: Edward P. Boland School,2810010,Public School,Principal,Lisa Bakowski,426 Armory Street,,Springfield,MA,1104,413-750-2511,413-750-2396,"PK,K,01,02,03,04,05"
Springfield: Elias Brookings,2810030,Public School,Principal,Terry Powe,433 Walnut Street,,Springfield,MA,1105,413-787-7200,413-787-7996,"PK,K,01,02,03,04,05"
Springfield: Emergence Academy,2810318,Public School,Principal,Amanda Gauthier,1170 Carew Street,,Springfield,MA,1104,413-750-2887,413-750-2972,"06,07,08"
Springfield: Forest Park Middle,2810325,Public School,Principal,Sara Macon,46 Oakland Street,,Springfield,MA,1108,413-787-7420,413-787-7419,"06,07,08"
Springfield: Frank H Freedman,2810075,Public School,Principal,Medina Ali,90 Cherokee Dr,,Springfield,MA,1109,413-787-7443,413-750-2367,"K,01,02,03,04,05"
Springfield: Frederick Harris,2810080,Public School,Principal,Kara Harris,58 Hartford Ter,,Springfield,MA,1118,413-787-7254,413-787-7333,"PK,K,01,02,03,04,05"
Springfield: Gateway to College at Holyoke Community College,2810575,Public School,Principal,Rhonda Reddick,303 Homestead Avenue,,Holyoke,MA,1040,413-552-2370,413-552-2745,"09,10,11,12"
Springfield: Gateway to College at Springfield Technical Community College,2810580,Public School,Principal,Rhonda Reddick,1 Armory Square,,Springfield,MA,1102,413-755-4480,413-755-6318,"09,10,11,12"
Springfield: German Gerena Community School,2810195,Public School,Principal,Cynthia Escribano,200 Birnie Avenue,,Springfield,MA,1107,413-787-7320,413-750-2661,"PK,K,01,02,03,04,05"
Springfield: Glenwood,2810065,Public School,Principal,Margaret Doyle,50 Morrison Terrace,,Springfield,MA,1104,413-787-7527,413-787-7468,"K,01,02,03,04,05"
Springfield: Glickman Elementary,2810068,Public School,Principal,Elizabeth Bienia,120 Ashland Avenue,,Springfield,MA,1119,413-750-2756,413-750-2765,"K,01,02,03,04,05"
Springfield: High School Of Commerce,2810510,Public School,Principal,"Paul Neal, Executive Principal",415 State Street,,Springfield,MA,1105,413-787-7220,413-787-7041,"09,10,11,12"
Springfield: Hiram L Dorman,2810050,Public School,Principal,Rhonda Stowell,20 Lydia Street,,Springfield,MA,1109,413-787-7554,413-787-7771,"K,01,02,03,04,05"
Springfield: Homer Street,2810085,Public School,Principal,Catherine Roberts,43 Homer Street,,Springfield,MA,1109,413-787-7526,413-750-2752,"K,01,02,03,04,05"
Springfield: Impact Prep at Chestnut,2810366,Public School,Principal,"Declan O'Connor, Executive Principal",355 Plainfield Street,,Springfield,MA,1107,413-750-2333,413-787-6843,"06,07,08"
Springfield: Indian Orchard Elementary,2810100,Public School,Principal,Maria Serrazina,95 Milton Street,,Indian Orchard,MA,1151,413-787-7255,413-787-7283,"PK,K,01,02,03,04,05"
Springfield: John F Kennedy Middle,2810328,Public School,Principal,Michael Calvanese,1385 Berkshire Avenue,,Springfield,MA,1151,413-787-7510,413-787-7561,"06,07,08"
Springfield: John J Duggan Middle,2810320,Public School,Principal,Michael Calvanese,1015 Wilbraham Rd,,Springfield,MA,1109,413-787-7410,413-750-2209,"06,07,08,09,10,11,12"
Springfield: Kensington International School,2810110,Public School,Principal,Thomas Mazza,31 Kensington Avenue,,Springfield,MA,1108,413-787-7522,413-787-7374,"PK,K,01,02,03,04,05"
Springfield: Kiley Academy,2810316,Public School,Principal,Michael Calvanese,180 Cooley Street,,Springfield,MA,1128,413-787-7240,413-787-7247,"06,07"
Springfield: Kiley Prep,2810315,Public School,Principal,Julia St. Martin,180 Cooley Street,,Springfield,MA,1128,413-787-7240,413-787-7247,"06,07"
Springfield: Liberty,2810115,Public School,Principal,Kelly Wallace,962 Carew Street,,Springfield,MA,1104,413-787-7299,413-750-2331,"K,01,02,03,04,05"
Springfield: Liberty Preparatory Academy,2810560,Public School,Principal,Rhonda Reddick,"Alderman Bldg, 37 Alderman Street",,Springfield,MA,1108,413-750-2484,413-787-7988,"09,10,11,12"
Springfield: Lincoln,2810120,Public School,Principal,Mark McCann,255 Plainfield Street,,Springfield,MA,1107,413-787-7314,413-787-7364,"PK,K,01,02,03,04,05"
Springfield: Lyceum Academy,2810317,Public School,Principal,Celeste Femia,355 Plainfield Street,,Springfield,MA,1107,413-750-2333,413-750-2351,"06,07,08"
Springfield: M Marcus Kiley Middle,2810330,Public School,Principal,Celeste Femia,180 Cooley Street,,Springfield,MA,1128,413-787-7240,413-787-7247,8
Springfield: Margaret C Ells,2810060,Public School,Principal,Michele Campbell,319 Cortland Street,,Springfield,MA,1109,413-787-7345,413-787-7344,PK
Springfield: Mary A. Dryden Veterans Memorial School,2810125,Public School,Principal,Theresa Carrie,190 Surrey Rd,,Springfield,MA,1118,413-787-7248,413-750-2314,"PK,K,01,02,03,04,05"
Springfield: Mary M Lynch,2810140,Public School,Principal,Lakia Baymon,315 No Branch Pkwy,,Springfield,MA,1119,413-787-7250,413-750-2165,"K,01,02,03,04,05"
Springfield: Mary M Walsh,2810155,Public School,Principal,Vinnie Regan,50 Empress Ct,,Springfield,MA,1129,413-787-7448,413-750-2171,"PK,K,01,02,03,04,05"
Springfield: Mary O Pottenger,2810145,Public School,Principal,Sharonda Hector,1435 Carew Street,,Springfield,MA,1104,413-787-7266,413-787-7006,"PK,K,01,02,03,04,05"
Springfield: Milton Bradley School,2810023,Public School,Principal,Kristen Marie Hughes,22 Mulberry Street,,Springfield,MA,1105,413-787-7475,413-750-2214,"PK,K,01,02,03,04,05"
Springfield: Rebecca M Johnson,2810055,Public School,Principal,Christopher Sutton,55 Catherine Street,,Springfield,MA,1109,413-787-6687,413-787-6697,"PK,K,01,02,03,04,05"
Springfield: Rise Academy at Van Sickle,2810480,Public School,Principal,Anna Breen,1170 Carew Street,,Springfield,MA,1104,413-750-2887,413-750-2972,"06,07,08"
Springfield: Roger L. Putnam Vocational Technical Academy,2810620,Public School,Principal,George Johnson,1300 State Street,,Springfield,MA,1109,413-787-7424,413-787-7330,"09,10,11,12"
Springfield: STEM Middle Academy,2810350,Public School,Principal,Luis Martinez,60 Alton Street,,Springfield,MA,1109,413-787-6750,413-787-6857,"06,07,08"
Springfield: Samuel Bowles,2810020,Public School,Principal,John Doty,24 Bowles Park,,Springfield,MA,1104,413-787-7334,413-750-2885,"K,01,02,03,04,05"
Springfield: South End Middle School,2810355,Public School,Principal,Cheryl Despirt-Lambert,36 Margaret Street,,Springfield,MA,1105,413-750-2442,413-886-5292,"06,07,08"
Springfield: Springfield Central High,2810500,Public School,Principal,Thaddeus Tokarz,1840 Roosevelt Avenue,,Springfield,MA,1109,413-787-7085,413-787-7040,"09,10,11,12"
Springfield: Springfield High School,2810570,Public School,Principal,Rhonda Reddick,"Dickenson Bldg, 37 Alderman Street",,Springfield,MA,1108,413-787-7285,413-750-2483,"09,10,11,12"
Springfield: Springfield High School of Science and Technology,2810530,Public School,Principal,Kevin Lalime,1250 State Street,,Springfield,MA,1109,413-750-2000,413-750-2047,"09,10,11,12"
Springfield: Springfield International Academy at Johnson,2810215,Public School,Principal,Christopher Sutton,55 Catherine Street,,Springfield,MA,1109,413-787-6687,413-787-6697,"03,04,05"
Springfield: Springfield International Academy at Sci-Tech,2810700,Public School,Principal,Kevin Lalime,1250 State Street,,Springfield,MA,1109,413-750-2000,413-750-2047,"09,10,11,12"
Springfield: Springfield Middle School,2810360,Public School,Principal,Rhonda Reddick,732 Chestnut Street,,Springfield,MA,1109,413-787-7284,413-787-6784,"06,07,08"
Springfield: Springfield Public Day Elementary School,2810005,Public School,Principal,Rhonda Reddick,34 Nye Street,,Springfield,MA,1104,413-886-5100,413-886-5090,"K,01,02,03,04,05"
Springfield: Springfield Public Day High School,2810550,Public School,Principal,Rhonda Reddick,90 Berkshire Street,,Springfield,MA,1151,413-787-7036,413-787-6828,"09,10,11,12"
Springfield: Springfield Public Day Middle School,2810345,Public School,Principal,Rhonda Reddick,732 Chestnut Street,,Springfield,MA,1107,413-787-7281,--,"06,07,08"
Springfield: Springfield Realization Academy,2810335,Public School,Principal,Hayden Lyons,46 Oakland Street,,Springfield,MA,1108,413-787-7420,413-787-7171,6
Springfield: Springfield Transition Academy,2810675,Public School,Principal,George Johnson,1300 State Street,,Springfield,MA,1109,413-787-7424,413-787-7330,
Springfield: Sumner Avenue,2810160,Public School,Principal,James McCann,45 Sumner Avenue,,Springfield,MA,1108,413-787-7430,413-787-6229,"PK,K,01,02,03,04,05"
Springfield: The Springfield Renaissance School an Expeditionary Learning School,2810205,Public School,Principal,Arria Coburn,1170 Carew Street,,Springfield,MA,1104,413-750-2929,413-750-2978,"06,07,08,09,10,11,12"
Springfield: The Springfield Virtual School,2810705,Public School,Principal,Diane Bauer,111 Seymour Ave,,Springfield,MA,1109,413-750-2011,413-787-7171,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Springfield: Thomas M Balliet,2810015,Public School,Principal,Jennifer Montano,52 Rosewell St,,Springfield,MA,1109,413-787-7446,413-787-7531,"PK,K,01,02,03,04,05"
Springfield: Van Sickle Academy,2810485,Public School,Principal,Robert Francesca,1170 Carew Street,,Springfield,MA,1104,413-750-2887,413-750-2972,"06,07,08"
Springfield: Warner,2810180,Public School,Principal,Margaret Thompson,493 Parker Street,,Springfield,MA,1129,413-787-7258,413-750-2213,"PK,K,01,02,03,04,05"
Springfield: Washington,2810185,Public School,Principal,Keith Asher,141 Washington Street,,Springfield,MA,1108,413-787-7551,413-787-7742,"PK,K,01,02,03,04,05"
Springfield: White Street,2810190,Public School,Principal,Siobhan Conz,300 White Street,,Springfield,MA,1108,413-787-7543,413-787-7349,"K,01,02,03,04,05"
Springfield: William N. DeBerry,2810045,Public School,Principal,Elizabeth Fazio,670 Union Street,,Springfield,MA,1109,413-787-7582,413-787-6824,"K,01,02,03,04,05"
Springfield International Charter (District): Springfield International Charter School,4410505,Charter School,Principal,Justin Baker,160 Joan Street,,Springfield,MA,1129,413-783-2600,413-783-2555,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Springfield Preparatory Charter School (District): Springfield Preparatory Charter School,35100205,Charter School,Principal,Jessica Yiannos,2071 Roosevelt Ave.,,Springfield,MA,1104,413-231-2722,--,"K,01,02,03,04,05,06,07"
Stoneham: Colonial Park,2840005,Public School,Principal,Rosa Flynn,30 Avalon Road,,Stoneham,MA,2180,781-279-3890,781-279-3892,"PK,K,01,02,03,04"
Stoneham: Robin Hood,2840025,Public School,Principal,Kerry Robbins,70 Oak Street,,Stoneham,MA,2180,781-279-3870,781-438-8697,"PK,K,01,02,03,04"
Stoneham: South,2840030,Public School,Principal,Eric Jones,11 Summer Street,,Stoneham,MA,2180,781-279-3880,781-279-2104,"PK,K,01,02,03,04"
Stoneham: Stoneham Central Middle School,2840405,Public School,Principal,Christopher Banos,101 Central Street,,Stoneham,MA,2180,781-279-3840,781-279-3843,"05,06,07,08"
Stoneham: Stoneham High,2840505,Public School,Principal,Bryan Lombardi,149 Franklin Street,,Stoneham,MA,2180,781-279-3810,781-279-2070,"09,10,11,12"
Stoughton: Edwin A Jones Early Childhood Center,2850012,Public School,Principal,Maureen Sacoco,137 Walnut Street,,Stoughton,MA,2072,781-344-1003,781-344-2782,PK
Stoughton: Helen Hansen Elementary,2850010,Public School,Principal,Christine Feeney,1800 Central Street,,Stoughton,MA,2072,781-344-7006,781-344-4927,"K,01,02,03,04,05"
Stoughton: Joseph H Gibbons,2850025,Public School,Principal,David Guglia,235 Morton Street,,Stoughton,MA,2072,781-344-7008,781-344-2653,"K,01,02,03,04,05"
Stoughton: Joseph R Dawe Jr Elementary,2850014,Public School,Principal,Robert Cancellieri,131 Pine Street,,Stoughton,MA,2072,781-344-7007,781-344-8271,"K,01,02,03,04,05"
Stoughton: O'Donnell Middle School,2850405,Public School,Principal,Matthew Colantonio,211 Cushing Street,,Stoughton,MA,2072,781-344-7002,781-297-5263,"06,07,08"
Stoughton: Richard L. Wilkins Elementary School,2850020,Public School,Principal,Kathleen Monahan,1322 Central Street,,Stoughton,MA,2072,781-344-7005,781-344-2973,"PK,K,01,02,03,04,05"
Stoughton: South Elementary,2850015,Public School,Principal,Jake Dore,171 Ash Street,,Stoughton,MA,2072,781-344-7004,781-344-2876,"K,01,02,03,04,05"
Stoughton: Stoughton High,2850505,Public School,Principal,Juliette Miller,232 Pearl Street,,Stoughton,MA,2072,781-344-7001,781-341-6041,"09,10,11,12"
Sturbridge: Burgess Elementary,2870005,Public School,Principal,Kathleen Ford-Pelley,45 Burgess School Rd,,Sturbridge,MA,1566,508-347-7041,508-347-8237,"PK,K,01,02,03,04,05,06"
Sturgis Charter Public (District): Sturgis Charter Public School,4890505,Charter School,Principal,Paul Marble,427 Main Street,,Hyannis,MA,2601,508-778-1782,508-771-6785,"09,10,11,12"
Sudbury: Ephraim Curtis Middle,2880305,Public School,Principal,Jeff Mela,22 Pratts Mill Road,,Sudbury,MA,1776,978-443-1071,978-443-1098,"06,07,08"
Sudbury: General John Nixon Elementary,2880025,Public School,Principal,Susan Woods,472 Concord Road,,Sudbury,MA,1776,978-443-1080,978-443-0282,"K,01,02,03,04,05"
Sudbury: Israel Loring School,2880015,Public School,Principal,Sara Harvey,80 Woodside Road,,Sudbury,MA,1776,978-579-0870,978-579-0890,"K,01,02,03,04,05"
Sudbury: Josiah Haynes,2880010,Public School,Principal,Jeffrey Labroad,169 Haynes Road,,Sudbury,MA,1776,978-443-1093,978-443-7513,"K,01,02,03,04,05"
Sudbury: Peter Noyes,2880030,Public School,Principal,Annette Doyle,280 Old Sudbury Road,,Sudbury,MA,1776,978-443-1085,978-443-6310,"PK,K,01,02,03,04,05"
Sunderland: Sunderland Elementary,2890005,Public School,Principal,Benjamin Barshefsky,1 Swampfield Drive,,Sunderland,MA,1375,413-665-1151,413-665-4545,"PK,K,01,02,03,04,05,06"
Sutton: Sutton Early Learning,2900003,Public School,Principal,Jessica Merriam,383 Boston Road,,Sutton,MA,1590,508-581-1610,508-865-3628,"PK,K,01,02"
Sutton: Sutton Elementary,2900005,Public School,Principal,Denise Harrison,Boston Rd,,Sutton,MA,1590,508-581-1620,508-865-3628,"03,04,05"
Sutton: Sutton High School,2900510,Public School,Principal,Ted McCarthy,Boston Rd,,Sutton,MA,1590,508-581-1640,508-917-0063,"09,10,11,12"
Sutton: Sutton Middle School,2900305,Public School,Principal,Anne Corron,Boston Rd,,Sutton,MA,1590,508-581-1630,508-581-1761,"06,07,08"
Swampscott: Clarke,2910005,Public School,Principal,Mary Beth Shea,100 Middlesex Avenue,,Swampscott,MA,1907,781-596-8812,781-581-5556,"K,01,02,03,04"
Swampscott: Hadley,2910010,Public School,Principal,Ilana Bebchick,24 Redington Street,,Swampscott,MA,1907,781-596-8847,781-592-5298,"K,01,02,03,04"
Swampscott: Stanley,2910020,Public School,Principal,Kathleen Huntley,10 Whitman Rd,,Swampscott,MA,1907,781-596-8837,781-592-9500,"K,01,02,03,04"
Swampscott: Swampscott High,2910505,Public School,Principal,Dennis Kohut,200 Essex Street,,Swampscott,MA,1907,781-596-8830,781-599-2034,"09,10,11,12"
Swampscott: Swampscott Middle,2910305,Public School,Principal,Jason Calichman,207 Forest Avenue,,Swampscott,MA,1907,781-596-8820,781-593-2126,"PK,05,06,07,08"
Swansea: Elizabeth S Brown,2920006,Public School,Principal,Wendy Williams,29 Gardners Neck Road,,Swansea,MA,2777,508-675-7892,508-646-4411,"03,04,05"
Swansea: Gardner,2920015,Public School,Principal,Nicholas Overy,10 Church Street,,Swansea,MA,2777,508-675-7899,508-646-4410,"K,01,02"
Swansea: Joseph Case High,2920505,Public School,Principal,Brian McCann,70 School Street,,Swansea,MA,2777,508-675-7483,508-646-4405,"09,10,11,12"
Swansea: Joseph Case Jr High,2920305,Public School,Principal,Robert Silveira,195 Main Street,,Swansea,MA,2777,508-675-0116,508-646-4413,"06,07,08"
Swansea: Joseph G Luther,2920020,Public School,Principal,Sean Scanlon,100 Pearse Road,,Swansea,MA,2777,508-675-7499,508-646-4408,"03,04,05"
Swansea: Mark G Hoyle Elementary,2920017,Public School,Principal,William Courville,70 Community Lane,,Swansea,MA,2777,508-679-4049,508-646-4407,"PK,K,01,02"
TEC Connections Academy Commonwealth Virtual School District: TEC Connections Academy Commonwealth Virtual School,39020900,Public School,Principal,Patrick Lattuca,141 Mansion Drive,,East Walpole,MA,2032,774-315-5123,--,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Tantasqua: Tantasqua Regional Jr High,7700405,Public School,Principal,Gregory Sturges,320B Brookfield Rd,,Fiskdale,MA,1518,508-347-7381,508-347-3994,"07,08"
Tantasqua: Tantasqua Regional Sr High,7700505,Public School,Principal,Leigh Joseph,319 Brookfield Rd,,Fiskdale,MA,1518,508-347-9301,508-347-1061,"09,10,11,12"
Tantasqua: Tantasqua Regional Vocational,7700605,Public School,Principal,Mark Wood,319 Brookfield Rd,,Fiskdale,MA,1518,508-347-3045,508-347-1061,"09,10,11,12"
Taunton: Benjamin Friedman Middle,2930315,Public School,Principal,Danielle Coute,500 Norton Avenue,,Taunton,MA,2780,508-821-1493,508-821-3185,"05,06,07"
Taunton: East Taunton Elementary,2930010,Public School,Principal,Stephanie Hoye,58R Stevens Street,,East Taunton,MA,2718,508-821-1330,508-821-1334,"K,01,02,03,04"
Taunton: Edmund Hatch Bennett,2930007,Public School,Principal,Michael Kelleher,47 North Walker Street,,Taunton,MA,2780,508-821-1245,508-821-1353,"K,01,02,03,04"
Taunton: Edward F. Leddy Preschool,2930005,Public School,Principal,Lisa Pereira,36 Second Street,,Taunton,MA,2780,508-821-1275,508-821-1352,PK
Taunton: Elizabeth Pole,2930027,Public School,Principal,Anabela Jones,215 Harris Street,,Taunton,MA,2780,508-821-1260,508-821-1363,"K,01,02,03,04"
Taunton: H H Galligan,2930057,Public School,Principal,Tara Gagnon,15 Sheridan Street,,Taunton,MA,2780,508-821-1295,508-821-1355,"K,01,02,03,04"
Taunton: James L. Mulcahey Elementary School,2930015,Public School,Principal,Kathleen Decouta,28 Clifford Street,,Taunton,MA,2780,508-821-1255,508-821-1360,"PK,K,01,02,03,04"
Taunton: John F Parker Middle,2930305,Public School,Principal,Michael Byron,60 Williams Street,,Taunton,MA,2780,508-821-1112,508-821-1361,"05,06,07"
Taunton: Joseph C Chamberlain,2930008,Public School,Principal,Jennifer Peters,480 Norton Avenue,,Taunton,MA,2780,508-821-3216,508-821-3877,"K,01,02,03,04"
Taunton: Joseph H Martin,2930042,Public School,Principal,Elizabeth Rodrigues,131 Caswell Street,,East Taunton,MA,2718,508-821-1250,508-821-1273,"05,06,07"
Taunton: Taunton Alternative High School,2930525,Public School,Principal,Robert Delaney,120 Cohannet Street,,Taunton,MA,2780,508-844-5822,774-227-7170,"08,09,10,11,12"
Taunton: Taunton High,2930505,Public School,Principal,Scott Holcomb,50 Williams Street,,Taunton,MA,2780,508-821-1101,508-821-1362,"08,09,10,11,12"
Tewksbury: Heath-Brook,2950010,Public School,Principal,Felicia Cenanovic,165 Shawsheen Street,,Tewksbury,MA,1876,978-640-7865,978-640-7868,"K,01,02"
Tewksbury: John F. Ryan,2950023,Public School,Principal,Judi Mcinnes,135 Pleasant Street,,Tewksbury,MA,1876,978-640-7880,978-640-7888,"05,06"
Tewksbury: John W. Wynn Middle,2950305,Public School,Principal,John Weir,1 Griffin Way,,Tewksbury,MA,1876,978-640-7846,978-640-7853,"07,08"
Tewksbury: L F Dewing,2950001,Public School,Principal,Mary Gerrish,1469 Andover Street,,Tewksbury,MA,1876,978-640-7858,978-640-7862,"PK,K,01,02"
Tewksbury: Louise Davy Trahan,2950025,Public School,Principal,Jay Harding,12 Salem Rd,,Tewksbury,MA,1876,978-640-7870,978-640-7874,"03,04"
Tewksbury: North Street,2950020,Public School,Principal,Purnima Demorais,133 North Street,,Tewksbury,MA,1876,978-640-7875,978-640-7879,"03,04"
Tewksbury: Tewksbury Memorial High,2950505,Public School,Principal,Jon Bernard,320 Pleasant Street,,Tewksbury,MA,1876,978-640-7825,978-640-7829,"09,10,11,12"
Tisbury: Tisbury Elementary,2960005,Public School,Principal,John Custer,40 West William Street,Po Box 878,Vineyard Haven,MA,2568,508-696-6500,508-696-7437,"PK,K,01,02,03,04,05,06,07,08"
Topsfield: Proctor Elementary,2980005,Public School,Principal,Sarah O'Leary,60 Main Street,,Topsfield,MA,1983,978-887-1530,978-887-1531,"04,05,06"
Topsfield: Steward Elementary,2980010,Public School,Principal,Carroll Willa,261 Perkins Row,,Topsfield,MA,1983,978-887-1538,978-887-7462,"PK,K,01,02,03"
Tri-County Regional Vocational Technical: Tri-County Regional Vocational Technical,8780605,Public School,Principal,Michael Procaccini,147 Pond Street,,Franklin,MA,2038,508-528-5400,508-528-6074,"09,10,11,12"
Triton: Newbury Elementary,7730020,Public School,Principal,Beth Yando,63 Hanover Street,,Newbury,MA,1951,978-465-5353,978-463-3070,"PK,K,01,02,03,04,05,06"
Triton: Pine Grove,7730025,Public School,Principal,NICOLE LaPerriere,191 Main Street,,Rowley,MA,1969,978-948-2520,978-948-2980,"PK,K,01,02,03,04,05,06"
Triton: Salisbury Elementary,7730015,Public School,Principal,Kathryn Dawe,100 Lafayette Rd.,,Salisbury,MA,1952,978-463-5852,978-463-8149,"PK,K,01,02,03,04,05,06"
Triton: Triton Regional High School,7730505,Public School,Principal,Patrick Kelley,112 Elm Street,,Byfield,MA,1922,978-462-8171,978-465-6868,"09,10,11,12"
Triton: Triton Regional Middle School,7730405,Public School,Principal,Alan MacRae,112 Elm Street,,Byfield,MA,1922,978-463-5845,978-463-5867,"07,08"
Truro: Truro Central,3000005,Public School,Principal,Patrick Riley,P O Box 2029,,Truro,MA,2666,508-487-1558,508-487-4289,"PK,K,01,02,03,04,05,06"
Tyngsborough: Tyngsborough Elementary,3010020,Public School,Principal,Kerry Ann Cavanaugh,205 Westford Road,,Tyngsborough,MA,1879,978-649-1990,978-649-2004,"PK,K,01,02,03,04,05"
Tyngsborough: Tyngsborough High School,3010505,Public School,Principal,Jeffrey Ogden,36 Norris Rd,,Tyngsborough,MA,1879,978-649-7571,978-649-6530,"09,10,11,12"
Tyngsborough: Tyngsborough Middle,3010305,Public School,Principal,Christopher Pollet,50 Norris Rd,,Tyngsborough,MA,1879,978-649-3115,978-649-8673,"06,07,08"
UP Academy Charter School of Boston (District): UP Academy Charter School of Boston,4800405,Charter School,Principal,James Frier,215 Dorchester Street,,South Boston,MA,2127,617-635-8819,617-635-8820,"06,07,08"
UP Academy Charter School of Dorchester (District): UP Academy Charter School of Dorchester,35050405,Charter School,Principal,Ariella Silverstein-Tapp,35 Westville Street,,Boston,MA,2124,617-635-8810,--,"PK,K,01,02,03,04,05,06,07,08"
Up-Island Regional: Chilmark Elementary,7740010,Public School,Principal,Susan Stevens,8 State Road,PO Box 60,Chilmark,MA,2535,508-645-2562,508-645-2460,"K,01,02,03,04,05"
Up-Island Regional: West Tisbury Elementary,7740020,Public School,Principal,Donna Lowell-Bettencourt,401 Old County Road,PO Box 250,West Tisbury,MA,2575,508-696-7738,508-696-7739,"PK,K,01,02,03,04,05,06,07,08"
Upper Cape Cod Regional Vocational Technical: Upper Cape Cod Vocational Technical,8790605,Public School,Principal,James McCue,220 Sandwich Rd,,Bourne,MA,2532,508-759-7711,508-759-7208,"09,10,11,12"
Uxbridge: Gateway to College,3040515,Public School,Principal,Michael Rubin,300 Quaker Highway,,Uxbridge,MA,1569,508-278-8633,508-278-8647,"09,10,11,12"
Uxbridge: Taft Early Learning Center,3040005,Public School,Principal,Jennifer Bellville,16 Granite Street,,Uxbridge,MA,1569,508-278-8643,508-278-8646,"PK,K,01,02,03"
Uxbridge: Uxbridge High,3040505,Public School,Principal,Michael Rubin,300 Quaker Highway,,Uxbridge,MA,1569,508-278-8633,508-278-8647,"08,09,10,11,12"
Uxbridge: Whitin Intermediate,3040405,Public School,Principal,Leanne Demarco,120 Granite Street,,Uxbridge,MA,1569,508-278-8640,508-278-8639,"04,05,06,07"
Veritas Preparatory Charter School (District): Veritas Preparatory Charter School,4980405,Charter School,Principal,Amy Clark,370 Pine Street,,Springfield,MA,1105,413-539-0055,413-306-5076,"05,06,07,08"
Wachusett: Central Tree Middle,7750310,Public School,Principal,David Cornacchioli,281 Main Street,,Rutland,MA,1543,508-886-0073,508-886-0141,"06,07,08"
Wachusett: Chocksett Middle School,7750315,Public School,Principal,Christopher LaBreck,40 Boutelle Road,,Sterling,MA,1564,978-422-6552,978-422-7720,"05,06,07,08"
Wachusett: Davis Hill Elementary,7750018,Public School,Principal,Jay Norton,78 Jamieson Road,,Holden,MA,1520,508-829-1754,508-829-2057,"K,01,02,03,04,05"
Wachusett: Dawson,7750020,Public School,Principal,Melissa Wallace,155 Salisbury Street,,Holden,MA,1520,508-829-6828,508-829-6801,"K,01,02,03,04,05"
Wachusett: Early Childhood Center,7750001,Public School,Principal,Andrea Ostrosky,1745 Main Street,,Jefferson,MA,1522,508-829-4786,508-829-0334,PK
Wachusett: Glenwood Elementary School,7750060,Public School,Principal,Karen Cappucci,65 Glenwood Road,,Rutland,MA,1543,508-886-0399,508-886-0392,"03,04,05"
Wachusett: Houghton Elementary,7750027,Public School,Principal,Anthony Cipro,32 Boutelle Road,,Sterling,MA,1564,978-422-2333,978-422-2301,"K,01,02,03,04"
Wachusett: Leroy E.Mayo,7750032,Public School,Principal,Elizabeth Garden,351 Bullard Street,,Holden,MA,1520,508-829-3203,508-829-5216,"K,01,02,03,04,05"
Wachusett: Mountview Middle,7750305,Public School,Principal,Clifford Githmark,270 Shrewsbury Street,,Holden,MA,1520,508-829-5577,508-829-3711,"06,07,08"
Wachusett: Naquag Elementary School,7750005,Public School,Principal,Dixie Estes,285 Main Street,,Rutland,MA,1543,508-886-2901,508-886-2803,"K,01,02"
Wachusett: Paxton Center,7750040,Public School,Principal,Shawn Rickan,19 West Street,,Paxton,MA,1612,508-798-8576,508-754-6569,"K,01,02,03,04,05,06,07,08"
Wachusett: Thomas Prince,7750045,Public School,Principal,Tammy Boyle,170 Sterling Road,,Princeton,MA,1541,978-464-2110,978-464-2112,"K,01,02,03,04,05,06,07,08"
Wachusett: Wachusett Regional High,7750505,Public School,Principal,William Beando,1401 Main Street,,Holden,MA,1520,508-829-6771,508-829-4895,"09,10,11,12"
